,number,value,datetime_start,datetime_complete,duration,params_T_max,params_batch_size,params_beta1,params_beta2,params_epochs,params_eta_min,params_factor,params_gamma,params_lr,params_max_lr,params_momentum,params_optimizer,params_patience,params_preweight_mode,params_scheduler,params_step_size,params_weight_decay,state
52,52,0.7298666834831238,2025-01-27 23:26:47.002690,2025-01-27 23:35:29.176431,0 days 00:08:42.173741,,7,,,16,,,0.4469533852563592,0.047590227812583374,,0.9000486448760923,SGD,,fine_tuning,StepLR,2.0,0.00010207377567156594,COMPLETE
53,53,0.7550838589668274,2025-01-27 23:35:29.195001,2025-01-27 23:43:41.460948,0 days 00:08:12.265947,,7,,,15,,,0.33796061067664496,0.03931437660305751,,0.9174905697176008,SGD,,fine_tuning,StepLR,2.0,4.147825645460338e-05,COMPLETE
54,54,0.019801979884505272,2025-01-27 23:43:41.487418,2025-01-27 23:46:56.253021,0 days 00:03:14.765603,,8,,,14,,,,0.015994150710247488,0.0013482617435601836,0.9079044474552607,SGD,,fine_tuning,OneCycleLR,,2.1499235905985154e-05,PRUNED
55,55,0.6711206436157227,2025-01-27 23:46:56.270836,2025-01-27 23:50:13.859244,0 days 00:03:17.588408,13.0,7,,,17,1.7188021930768358e-06,,,0.0238650810895907,,0.9053580322566097,SGD,,fine_tuning,CosineAnnealingLR,,6.508666043070644e-05,PRUNED
56,56,0.7275798916816711,2025-01-27 23:50:13.874635,2025-01-28 00:00:05.585508,0 days 00:09:51.710873,,5,,,18,,,0.39122868302415154,0.032451915623164455,,0.9256503521799364,SGD,,fine_tuning,StepLR,2.0,2.799759381174112e-05,COMPLETE
57,57,0.0,2025-01-28 00:00:05.612378,2025-01-28 00:02:49.589951,0 days 00:02:43.977573,9.0,6,0.9432335219055896,0.9450780663135097,14,3.0317446207576263e-06,,,0.008257710315967014,,,AdamW,,fine_tuning,CosineAnnealingLR,,0.0014290449311488522,PRUNED
58,58,0.0,2025-01-28 00:02:49.608184,2025-01-28 00:05:34.065145,0 days 00:02:44.456961,,7,0.9942149899320953,0.9485202888303361,17,,0.37879177206173575,,0.00597344745308052,,,Adam,3.0,fine_tuning,ReduceLROnPlateau,,,PRUNED
59,59,0.0,2025-01-28 00:05:34.084114,2025-01-28 00:08:33.782120,0 days 00:02:59.698006,6.0,6,,,16,4.357772749989558e-07,,,0.0197804584769484,,0.911116124597663,SGD,,random,CosineAnnealingLR,,0.00010316274581128549,PRUNED
60,60,0.0,2025-01-28 00:08:33.801124,2025-01-28 00:11:42.467407,0 days 00:03:08.666283,,5,,,15,,,0.45776430068102186,0.009080331550839977,,0.9043082519982001,RMSprop,,fine_tuning,StepLR,3.0,0.10145690358437118,PRUNED
61,61,0.7336482405662537,2025-01-28 00:11:42.485918,2025-01-28 00:18:47.676423,0 days 00:07:05.190505,,6,,,13,,,0.41699487460068313,0.01688974278907789,,0.932935451813428,SGD,,fine_tuning,StepLR,4.0,2.6212078003585107e-05,COMPLETE
