,number,value,datetime_start,datetime_complete,duration,params_T_max,params_batch_size,params_beta1,params_beta2,params_epochs,params_eta_min,params_factor,params_gamma,params_lr,params_max_lr,params_momentum,params_optimizer,params_patience,params_preweight_mode,params_scheduler,params_step_size,params_weight_decay,state
71,71,0.4798150360584259,2025-01-26 22:04:34.648340,2025-01-26 22:06:00.069083,0 days 00:01:25.420743,,6,0.8884073616951198,0.9361878790341961,17,,,,0.0007173177203597108,0.008856806488880258,,Adam,,fine_tuning,OneCycleLR,,,COMPLETE
72,72,0.48785078525543213,2025-01-26 22:06:00.087468,2025-01-26 22:07:26.595712,0 days 00:01:26.508244,,7,0.9244628931333485,0.9564390695310042,18,,,,0.0005570080389677297,0.0074955851774428485,,Adam,,fine_tuning,OneCycleLR,,,COMPLETE
73,73,0.38285553455352783,2025-01-26 22:07:26.613405,2025-01-26 22:07:55.361925,0 days 00:00:28.748520,,7,0.9240036298244282,0.958174682358882,16,,,,0.00038624951222314874,0.007102644700848421,,Adam,,fine_tuning,OneCycleLR,,,PRUNED
74,74,0.42594021558761597,2025-01-26 22:07:55.379693,2025-01-26 22:08:24.105073,0 days 00:00:28.725380,,7,0.9342847143881619,0.9681392259434863,19,,,,0.00045108213777693434,0.007500637314831271,,Adam,,fine_tuning,OneCycleLR,,,PRUNED
75,75,0.3879223167896271,2025-01-26 22:08:24.119752,2025-01-26 22:08:54.029714,0 days 00:00:29.909962,,7,0.9097538594731179,0.9485310921916501,18,,,,0.0004565787741524237,0.00807778495765919,,AdamW,,random,OneCycleLR,,0.00458435069871414,PRUNED
76,76,0.4376274049282074,2025-01-26 22:08:54.047702,2025-01-26 22:09:23.265324,0 days 00:00:29.217622,,7,0.9667518280992624,0.9529604223035154,17,,,,0.0014581381008312365,0.009926769590988514,,Adam,,fine_tuning,OneCycleLR,,,PRUNED
77,77,0.4255649745464325,2025-01-26 22:09:23.283023,2025-01-26 22:09:51.838235,0 days 00:00:28.555212,,8,0.9876713379402339,0.9574693929874097,19,,,,0.0005898067402315678,0.005898705913542277,,Adam,,fine_tuning,OneCycleLR,,,PRUNED
78,78,0.1000932976603508,2025-01-26 22:09:51.855870,2025-01-26 22:10:17.523913,0 days 00:00:25.668043,6.0,7,,,18,1.968784173282563e-06,,,0.001153839595937464,,0.9228373860745119,RMSprop,,freezing,CosineAnnealingLR,,0.3018233365500979,PRUNED
79,79,0.33662664890289307,2025-01-26 22:10:17.540837,2025-01-26 22:10:49.284475,0 days 00:00:31.743638,,5,,,20,,,,0.007045976849827247,0.0038271678689728553,0.9866221649693389,SGD,,fine_tuning,OneCycleLR,,0.0004352793018517595,PRUNED
80,80,0.49307146668434143,2025-01-26 22:10:49.302066,2025-01-26 22:12:00.913998,0 days 00:01:11.611932,,7,0.9246391541770189,0.9324196507880589,15,,,,0.00023100736981671897,0.007505531546925194,,Adam,,fine_tuning,OneCycleLR,,,COMPLETE
